id,address,bedroom_nums,bathroom_nums,car_spaces,land_size,price
10312,"253 Hawkesbury Road, Winmalee",4,2,2,"1,239m²","$1,265,000"
10313,"152 Chatham Road, Denistone",3,1,1,"1,245m²","$1,950,000"
10314,"72a Bangalay Drive, Port Macquarie",4,3,2,"1,386m²","$1,350,000"
10315,"41 Nulang Street, Old Toongabbie",3,2,1,"1,227m²","$1,170,000"
10316,"1 First Avenue, Stuarts Point",3,1,3,"1,226.7m²","$740,000"
10317,"3 First Avenue, Stuarts Point",3,1,,"1,226.7m²","$620,000"
10318,"8A Wandeen Avenue, Beecroft",5,2,2,"1,346m²","$2,862,000"
10319,"64 Murray, Wentworth",2,1,4,"1,290m²","$225,000"
10320,"30 Armidale Road, Coutts Crossing",3,2,2,"1,255m²","$430,000"
10321,"6 Monti Place, North Richmond",6,3,2,"1,204m²","$1,200,000"
10322,"384 Peats Ferry Road, Hornsby",4,2,2,"1,214m²","$1,765,000"
10323,"113 Lucinda Avenue, Wahroonga",2,2,1,"1,378m²","$1,680,000"
10324,"10c Warne Street, Katoomba",3,2,1,"1,214m²","$1,125,000"
10325,"54 Campbell Avenue, Anna Bay",4,2,2,"1,201m²","$990,000"
10326,"55 Taylor Street, Dubbo",4,2,2,"1,257m²","$721,500"
10327,"48 Governor Drive, Harrington Park",4,3,4,"1,240m²","$2,379,000"
10328,"5648 Wisemans Ferry Rd, Gunderman",4,2,2,"1,365.8m²","$640,000"
10329,"8 Banool Place, Kooringal",4,2,2,"1,245m²","$865,000"
10330,"54 Abercrombie Drive, Abercrombie",3,2,2,"1,223m²","$710,000"
10331,"13 Ferguson Street, Cessnock",3,1,2,"1,378m²","$562,000"
10332,"18 Cherrybrook Road, West Pennant Hills",4,2,2,"1,347m²","$2,500,000"
10333,"25 Pitt Street, Springwood",3,2,1,"1,223m²","$1,320,000"
10334,"16 Hives Close, North Boambee Valley",4,3,2,"1,304m²","$974,000"
10335,"3 Farrar Street, Arncliffe",6,2,5,"1,353m²","$3,700,000"
10336,"141 Menangle Road, Menangle",4,2,2,"1,212m²","$1,375,000"
10337,"21 Beath Crescent, Kahibah",2,2,1,"1,284m²","$1,110,000"
10338,"15 Elanora Avenue, Pottsville",5,2,4,"1,303m²","$5,850,000"
10339,"17 Young Street, Sylvania",3,2,2,"1,296m²","$1,520,000"
10340,"26 Eyre Street, Bungendore",4,2,12,"1,226m²","$1,100,000"
10341,"21 Moulder Street, Orange",3,2,1,"1,200m²","$825,000"
10342,"18D Murrogun Crescent, Cordeaux Heights",3,2,2,"1,291m²","$510,001"
10343,"16 Edgewater Close, Yamba",4,2,2,"1,265m²","$2,800,000"
10344,"92 Tableland Road, Wentworth Falls",4,2,2,"1,391m²","$995,000"
10345,"56 Oscar Ramsay Drive, Boambee East",4,2,2,"1,374m²","$865,000"
10346,"100 Edward Road, Batehaven",5,2,,"1,305m²","$845,000"
10347,"12 Ruislip Parkway, Buttaba",2,1,1,"1,258m²","$645,000"
10348,"34 Lakkari Street, Coutts Crossing",4,2,4,"1,327m²","$575,000"
10349,"34-36 Boolwey Street, Bowral",4,3,2,"1,225m²","$2,575,000"
10350,"312 Pittwater Road, East Ryde",5,2,2,"1,303m²","$2,460,000"
10351,"12 Kingfisher Close, Kincumber",4,2,4,"1,232m²","$1,600,000"
10352,"13 Lance Street, Glendale",7,5,5,"1,284m²","$1,198,000"
10353,"44 Macgibbon Parade, Old Erowal Bay",3,1,,"1,359m²","$790,000"
10354,"59 Hospital Road, Dungog",3,2,2,"1,255m²","$765,000"
10355,"10 Kelburn Close, Banora Point",5,3,5,"1,356m²","$1,600,000"
10356,"68 Dorrington Road, Rathmines",3,2,5,"1,268m²","$940,000"
10357,"4 Hermitage Street, Moama",4,2,2,"1,231m²","$820,000"
10358,"83 Hemphill Avenue, Mount Pritchard",3,1,1,"1,391m²","$1,215,000"
10359,"16 Wycliffe Place, Bowral",4,3,3,"1,237m²","$2,700,000"
10360,"9 Norfolk Place, Carlingford",5,2,3,"1,334m²","$2,018,888"
10361,"70 Country Club Drive, Catalina",4,3,2,"1,315m²","$800,000"
10362,"23 Kindra Crescent, Coolamon",4,2,2,"1,277m²","$735,000"
10363,"142 Kissing Point Road, Turramurra",5,3,2,"1,214m²","$3,700,000"
10364,"120 Abuklea Road, Eastwood",3,1,1,"1,290m²","$2,983,000"
10365,"334 Tuggerawong Road, Tuggerawong",5,3,5,"1,243m²","$1,306,000"
10366,"82 Michelle Avenue, Lavington",4,2,2,"1,317m²","$940,000"
10367,"17 Hillary Street, West Pymble",6,2,2,"1,370m²","$2,765,000"
10368,"149 River Street, South Murwillumbah",4,3,4,"1,225m²","$1,750,000"
10369,"2 Yoogali Terrace, Blaxland",4,2,4,"1,346m²","$1,290,000"
10370,"71 Castlereagh Street, Tahmoor",4,2,2,"1,315m²","$1,180,000"
10371,"15 The Wool Lane, St Georges Basin",3,2,2,"1,394m²","$915,000"
10372,"8 Duncan Street, Broadwater",3,1,1,"1,303m²","$670,000"
10373,"2 Deborah Close, Mount Colah",4,2,2,"1,214m²","$1,680,000"
10374,"15 Frances Street, Lindfield",4,2,1,"1,322m²","$4,400,000"
10375,"10 Rupert Street, Mount Colah",3,2,3,"1,233m²","$2,535,000"
10376,"19 Vista Parade, Bateau Bay",5,2,6,"1,258m²","$1,410,000"
10377,"1 Gollan Drive, Tweed Heads West",4,3,3,"1,378m²","$2,725,000"
10378,"40 Longfield St, Cabramatta",4,2,2,"1,220m²","$1,650,000"
10379,"248 Pacific Way, Tura Beach",3,1,2,"1,285m²","$849,000"
10380,"19 & 21 Banks Street, Padstow",11,4,13,"1,391.2m²","$3,700,000"
10381,"584 George Street, South Windsor",4,1,1,"1,330m²","$1,300,000"
10382,"30 Ilford Avenue, Buttaba",3,2,4,"1,290m²","$1,090,000"
10383,"68 Brisbane Road, St Johns Park",3,1,,"1,292m²","$2,000,000"
10384,"6 Blackwood Close, Grafton",4,2,1,"1,312m²","$750,000"
10385,"22 Worboys Street, Spring Hill",4,1,2,"1,214m²","$675,000"
10386,"56 Hay Street, Corowa",3,1,2,"1,350m²","$395,000"
10387,"54 Railway Avenue, Austinmer",4,2,1,"1,233m²","$1,670,000"
10388,"2 Burrell Court, Armidale",4,3,2,"1,228m²","$820,000"
10389,"10 Bambury Avenue, Summerland Point",5,4,2,"1,334m²","$3,900,000"
10390,"34 Kissing Point Road, Turramurra",4,2,2,"1,239m²","$3,350,000"
10391,"17 Tallwood Crescent, Rosedale",4,2,2,"1,300m²","$1,250,000"
10392,"20 Golf Street, East Tamworth",5,2,4,"1,350m²","$1,050,000"
10393,"18 Mountain Ash Way, Umina Beach",3,1,3,"1,242m²","$985,000"
10394,"71 Coonanbarra Road, Wahroonga",4,2,2,"1,335m²","$3,850,000"
10395,"6 Hawthorne Road, Bargo",5,2,1,"1,201m²","$965,000"
10396,"41 Sapphire Crescent, Merimbula",4,1,1,"1,354m²","$845,000"
10397,"101 High Street, Wallalong",3,2,2,"1,214m²","$770,000"
10398,"59-61 Ward Street, Mulwala",3,2,2,"1,273m²","$660,000"
10399,"2137 Pittwater Road, Church Point",4,2,5,"1,200m²","$5,900,000"
10400,"7 Ivory Place, Richmond",4,3,4,"1,231m²","$1,690,000"
10401,"11 Maranatha Close, Belmont North",5,2,6,"1,345m²","$1,450,000"
10402,"18 Turnberry Terrace, Dubbo",5,3,2,"1,255m²","$1,200,000"
10403,"22 Sanctuary Court, Goonellabah",4,3,6,"1,302m²","$1,000,000"
10404,"30 Valley Road, Wentworth Falls",3,1,1,"1,214m²","$960,000"
10405,"19 Oak Street, Cliftleigh",4,2,2,"1,268m²","$935,000"
10406,"67 Dumaresq Street, Gordon",5,2,2,"1,239m²","$3,000,000"
10407,"2 Amy Court, Goonellabah",3,2,2,"1,217m²","$760,000"
10408,"5 Stanley Road, Epping",3,1,1,"1,334m²","$2,200,000"
10409,"190 Dora Street, Dora Creek",4,3,4,"1,374m²","$1,385,000"
10410,"27 Petit Street, Yass",3,1,2,"1,205m²","$665,000"
10411,"6 Frankish Place, West Pennant Hills",5,3,3,"1,330m²","$3,930,000"
10412,"7 Wide View Avenue, Lawson",2,1,1,"1,224m²","$830,000"
10413,"110 Wilson Drive, Hill Top",3,1,2,"1,226m²","$745,000"
10414,"8 Saville Street, Kyogle",3,1,,"1,200m²","$510,000"
10415,"15 Treloar Crescent, Chester Hill",5,3,4,"1,359m²","$2,600,000"
10416,"24 Faithfull Street, Richmond",5,3,2,"1,289m²","$2,425,000"
10417,"67 Dandaraga Road, Brightwaters",4,2,,"1,274m²","$2,200,100"
10418,"19 Dog Trap Road, Ourimbah",3,1,1,"1,239m²","$790,000"
10419,"67-69 Riverside Road, Emu Heights",4,3,2,"1,385m²","$1,300,000"
10420,"41 Calancra Avenue, Cameron Park",4,2,2,"1,215m²","$990,000"
10421,"15 First Avenue, Stuarts Point",4,1,,"1,226.7m²","$600,000"
10422,"34 Jacaranda Place, Merimbula",4,2,2,"1,366m²","$1,820,000"
10423,"43 Largs Avenue, Largs",4,2,4,"1,309m²","$1,200,000"
10424,"15 Clarence Street, Lake Munmorah",5,3,2,"1,277m²","$1,100,000"
10425,"63 Monkittee Street, Braidwood",3,1,1,"1,376m²","$900,000"
10426,"12 Kanina Place, Cranebrook",3,1,2,"1,310m²","$857,500"
10427,"14 Rodney Avenue, Beecroft",4,3,4,"1,296m²","$2,070,000"
10428,"24 Smith Street, Grafton",4,2,4,"1,372m²","$620,000"
10429,"73 Therry Street, Avalon Beach",4,3,4,"1,323m²","$2,600,000"
10430,"1 Princess Avenue, Cooma",5,2,2,"1,328m²","$650,000"
10431,"7 Lower Sterne Street, Goulburn",3,1,2,"1,227m²","$440,000"
10432,"20 Warrawee Street, Sapphire Beach",5,3,2,"1,350m²","$1,475,000"
10433,"3 Manchester Close, Buttaba",4,2,2,"1,365.8m²","$1,070,000"
10434,"2 Terrace Falls Road, Hazelbrook",3,1,1,"1,240m²","$850,000"
10435,"82 View Street, Goulburn",3,1,2,"1,311m²","$690,000"
10436,"99A Caravan Head Road, Oyster Bay",5,2,2,"1,296m²","$1,755,000"
10437,"66 Lethbridge Street, Penrith",2,1,1,"1,318m²","$1,510,000"
10438,"42 Hawthorne Road, Bargo",6,3,2,"1,208m²","$1,280,000"
10439,"39 Henry Lawson Drive, Terranora",4,2,2,"1,333m²","$1,190,000"
10440,"20 Riverview Street, Murwillumbah",4,2,1,"1,263m²","$1,030,000"
10441,"16 Addington Road, Hazelbrook",3,1,1,"1,214m²","$790,000"
10442,"22 Earle Street, Doonside",4,2,4,"1,214m²","$1,290,000"
10443,"12 Betty Close, Bowral",4,2,2,"1,201m²","$2,275,000"
10444,"45 Castle Hill Road, West Pennant Hills",4,2,2,"1,339m²","$2,080,000"
10445,"143 Menangle Road, Menangle",3,1,1,"1,238m²","$1,125,000"
10446,"27 Ridge Street, Gordon",4,3,2,"1,228m²","$6,600,000"
10447,"14 North Parade, Blackalls Park",4,3,4,"1,303m²","$1,600,000"
10448,"8 Ironbark Close, Kelso",5,2,5,"1,379m²","$1,115,000"
10449,"162 Barber Street, Gunnedah",4,2,4,"1,284m²","$525,000"
10450,"287 Blacktown Road, Seven Hills",3,2,1,"1,277m²","$1,830,000"
10451,"19 Tumbi Road, Tumbi Umbi",5,3,3,"1,303m²","$960,000"
10452,"67 Malvina Parade, Lake Haven",1,1,,"1,271m²","$800,000"
10453,"3 Victoria Street, Strathfield",5,3,4,"1,204.18m²","$6,852,000"
10454,"88 River Gums Drive, Moama",4,2,2,"1,300m²","$1,335,000"
10455,"12 Rheinberger Avenue, Mudgee",5,2,2,"1,238m²","$1,050,000"
10456,"49 Douglas Street, Springwood",4,3,2,"1,379m²","$960,000"
10457,"15 Hopetoun Close, Port Macquarie",4,2,2,"1,322m²","$920,000"
10458,"2 Charlton Street, Bellbird",2,1,4,"1,303m²","$606,000"
10459,"20 Warrawee Drive, Lennox Head",4,3,2,"1,256m²","$1,750,000"
10460,"1 Mytelen Street, Kootingal",3,1,4,"1,300m²","$525,000"
10461,"2 Florence Avenue, Kurrajong",4,3,4,"1,201m²","$1,090,000"
10462,"120 Cameron Street, Wauchope",3,1,1,"1,379m²","$700,000"
10463,"6 Gibran Place, St Ives",6,4,3,"1,221m²","$5,400,000"
10464,"28 Davies Avenue, Springwood",3,1,2,"1,394m²","$890,000"
10465,"8 Leconfield Road, Greta",3,1,2,"1,265m²","$630,000"
10466,"7 Elizabeth Street, Moss Vale",5,2,2,"1,210m²","$820,000"
10467,"849 Miller Street, West Albury",4,2,2,"1,214m²","$735,000"
10468,"20 Pymble Avenue, Pymble",4,3,2,"1,303m²","$4,800,000"
10469,"51 Murdoch Street, Turramurra",4,2,2,"1,228m²","$3,800,000"
10470,"16 Wambool Street, Turramurra",3,1,2,"1,365m²","$2,575,000"
10471,"57 Coveny Street, Doonside",3,1,,"1,214m²","$1,200,000"
10472,"12 Clifton Avenue, Glenbrook",3,2,2,"1,236m²","$1,470,000"
10473,"67 Main Road, Toukley",2,1,1,"1,239m²","$1,100,000"
10474,"2 Linden Avenue, Orange",3,1,2,"1,391m²","$900,000"
10475,"16 Bundarra Street, Waterfall",4,3,1,"1,201.4m²","$1,450,000"
10476,"217-219 Hat Hill Road, Blackheath",3,1,1,"1,300m²","$900,000"
10477,"152 Queen Street, Muswellbrook",4,2,5,"1,230m²","$750,000"
10478,"65 Aberdare Road, Aberdare",3,1,,"1,395m²","$685,000"
10479,"Address available on request, Alstonville",4,2,2,"1,273m²","$1,325,000"
10480,"17 Haflinger Close, Emu Heights",3,2,5,"1,211m²","$1,000,000"
10481,"27 Philip Street, Wolumla",3,1,2,"1,345m²","$650,000"
10482,"9 Parker Avenue, West Pymble",5,3,4,"1,367m²","$3,650,000"
10483,"35 Ferngrove Road, Canley Heights",5,4,2,"1,239m²","$3,050,000"
10484,"212 Moylans Lane, Empire Vale",4,2,4,"1,307m²","$810,000"
10485,"24 Surry Street, Coraki",2,1,2,"1,397m²","$520,000"
10486,"39 Archbold Road, Roseville",4,2,4,"1,275m²","$3,280,000"
10487,"35 Sapphire Crescent, Merimbula",4,2,2,"1,240m²","$884,000"
10488,"40 Mort Street, Lithgow",3,1,,"1,214m²","$485,000"
10489,"62 Westbrook Avenue, Wahroonga",5,4,2,"1,296m²","$4,550,000"
10490,"50 Forest Park Road, Blackheath",4,2,2,"1,300m²","$1,300,000"
10491,"19-21 Braithwaite Road, Tacoma",4,2,8,"1,300m²","$1,070,000"
10492,"25 Modbury Street, Bungendore",5,2,2,"1,218m²","$965,000"
10493,"81 Eric Fenning Drive, Surf Beach",4,2,2,"1,266m²","$820,000"
10494,"16 Palmer Street, Attunga",2,1,1,"1,239m²","$315,000"
10495,"8A Fourth Avenue, Katoomba",4,2,2,"1,319m²","$870,000"
10496,"9 May Street, Kyogle",3,1,1,"1,396m²","$520,000"
10497,"3 Belinda Place, Armidale",5,3,2,"1,233m²","$500,000"
10498,"264 Old Hume Highway, Camden South",4,1,2,"1,368m²","$1,210,000"
10499,"140 Mirador Drive, Merimbula",4,2,4,"1,205m²","$1,150,000"
10500,"8 Sinclair Crescent, Wentworth Falls",3,1,1,"1,309m²","$840,000"
10501,"66-68 Stuart Street, Blakehurst",6,4,4,"1,245m²","$5,925,000"
10502,"64 Tamarind Drive, Cordeaux Heights",4,2,3,"1,243m²","$985,000"
10503,"21 Torokina Avenue, St Ives",6,4,2,"1,252m²","$4,505,000"
10504,"13 Warrangarree Drive, Woronora Heights",5,3,2,"1,274m²","$1,930,000"
10505,"83 Brisbane Street, Oxley Park",3,1,6,"1,258m²","$1,185,000"
10506,"434 Kurmond Rd, Freemans Reach",5,3,2,"1,239m²","$1,020,000"
10507,"20 Curtin Place, Lithgow",4,2,4,"1,328m²","$740,000"
10508,"5 Guyra Road, Guyra",3,1,1,"1,270m²","$360,000"
10509,"2 Swiftwing Close, Chisholm",4,2,3,"1,215m²","$1,240,000"
10510,"21 Macquarie Road, Pymble",4,2,3,"1,220m²","$3,375,000"
10511,"658 Argent Street, Broken Hill",3,2,7,"1,239m²","$520,000"
10512,"10 Nalkari Avenue, Wyoming",3,1,1,"1,239m²","$931,000"
10513,"118 Braeside Street, Wahroonga",4,4,2,"1,337m²","$5,450,000"
10514,"15 Longford Street, Roseville",5,4,4,"1,265m²","$4,150,000"
10515,"25 Moorecourt Avenue, Springwood",4,3,1,"1,391m²","$1,490,888"
10516,"27 Hope Street, Blaxland",2,1,1,"1,290m²","$1,100,000"
10517,"148-150 Dudley Street, Lake Haven",5,2,2,"1,393.54m²","$1,100,000"
10518,"9 Webster Close, Tinonee",4,2,2,"1,389m²","$639,000"
10519,"131 Abelard Street, Dungog",3,1,3,"1,201m²","$600,000"
10520,"40 Kirkpatrick Street, Turramurra",4,2,2,"1,313m²","$4,000,000"
10521,"96 Taylor Street, Condell Park",3,1,2,"1,214m²","$2,325,000"
10522,"17 Pacific Street, Mossy Point",4,4,3,"1,239m²","$1,385,000"
10523,"35-37 Sydney Street, New Berrima",4,1,3,"1,391m²","$850,000"
10524,"35 Burns Road, Ourimbah",4,1,2,"1,201m²","$1,050,000"
10525,"39 Bindar Crescent, Bundanoon",3,2,1,"1,269m²","$950,000"
10526,"5 Ash Place, Kelso",4,2,2,"1,236m²","$765,000"
10527,"110 Parsonage Road, Castle Hill",5,2,2,"1,290m²","$2,405,000"
10528,"6 Seagrass Row, Murrays Beach",4,2,2,"1,337m²","$1,675,000"
10529,"30 Sylvania Street, Mount Victoria",1,1,,"1,249m²","$660,000"
10530,"3 Minter Street, Valentine",4,3,4,"1,335m²","$1,375,000"
10531,"2B Ironbark Road, Muswellbrook",5,2,3,"1,253m²","$710,000"
10532,"19 South Street, Strathfield",5,6,6,"1,208m²","$6,200,000"
10533,"7 Ethel Street, Burwood",12,7,6,"1,233m²","$5,650,000"
10534,"23 Edward Street, Sylvania",4,2,2,"1,201m²","$1,650,000"
10535,"12 Willie Ploma Place, Gobbagombalin",4,2,2,"1,316m²","$1,100,000"
10536,"103 Seaham Street, Holmesville",3,2,6,"1,391m²","$1,061,000"
10537,"7 Mundurra Avenue, Ocean Shores",4,1,2,"1,286m²","$910,000"
10538,"3 Patrick Place, Marulan",5,2,8,"1,376m²","$800,000"
10539,"78 Brooks Street, Macquarie Fields",3,2,4,"1,303m²","$1,151,000"
10540,"24 Malinya Road, Davistown",4,4,4,"1,207m²","$2,260,000"
10541,"7 Domville Road, Otford",5,3,5,"1,208m²","$1,800,000"
10542,"64 Provincial Road, Lindfield",4,3,2,"1,239m²","$4,988,000"
10543,"25 Woodoak Close, Tingira Heights",4,3,2,"1,311m²","$1,180,000"
10544,"35 Cumberteen St, Hill Top",4,2,8,"1,205m²","$1,100,000"
10545,"32 Wangi Point Road, Wangi Wangi",3,1,2,"1,208m²","$1,062,000"
10546,"341 North, Grafton",3,2,3,"1,314m²","$610,000"
10547,"6 Kintyre Street, Cecil Hills",6,3,5,"1,389m²","$3,575,000"
10548,"29 Taiyul Road, North Narrabeen",6,3,3,"1,214m²","$2,500,000"
10549,"8 Ash Street, Cessnock",3,2,3,"1,390m²","$835,000"
10550,"98 Kareela Avenue, Penrith",3,2,4,"1,303m²","$995,000"
10551,"3 Duke Place, Dubbo",4,2,1,"1,229m²","$620,000"
10552,"190 Goonoo Goonoo Road, South Tamworth",4,2,,"1,220m²","$552,500"
10553,"31 Kiln Street, Portland",4,2,2,"1,214m²","$460,000"
10554,"3 Lennox Street, Gordon",4,3,3,"1,220m²","$3,800,000"
10555,"5 Cocos Avenue, Eastwood",5,5,4,"1,347m²","$3,520,000"
10556,"2 Eric Street, Wahroonga",4,3,2,"1,296m²","$4,410,000"
10557,"28 Warrimoo Avenue, St Ives",4,2,2,"1,227m²","$3,200,000"
10558,"67A Murray Farm Road, Beecroft",4,2,2,"1,347m²","$2,530,000"
10559,"24 York Street, Glenbrook",4,3,2,"1,296m²","$1,700,000"
10560,"242 Railway Parade, Warrimoo",4,2,2,"1,208m²","$1,220,000"
10561,"5 Kuranda Crescent, Kotara",3,1,2,"1,252m²","$1,000,000"
10562,"6 Buchanan Street, Ballina",3,1,1,"1,239m²","$950,000"
10563,"267 Sackville Road, Wilberforce",3,1,2,"1,347m²","$850,000"
10564,"46 Kalinda Road, Bullaburra",3,2,2,"1,334m²","$800,000"
10565,"16 Corbett Avenue, Dubbo",3,1,1,"1,236m²","$540,000"
10566,"120 Midson Road, Epping",3,1,3,"1,220m²","$2,928,000"
10567,"2 Gosford Road, Wyee",4,2,3,"1,201m²","$1,000,000"
10568,"1 Remembrance Drive, Yanderra",3,1,1,"1,265m²","$750,000"
10569,"131 Coal Point Road, Coal Point",4,2,3,"1,286m²","$3,100,000"
10570,"6 Amanda Close, Berowra Heights",5,2,3,"1,208m²","$1,720,000"
10571,"16 Harvey Court, Glenroy",6,4,6,"1,352m²","$869,000"
10572,"82 Cathcart Street, Goulburn",4,2,2,"1,322m²","$770,000"
10573,"3 Cedar Drive, Dunoon",3,2,2,"1,263m²","$680,000"
10574,"128 Edward Road, Batehaven",4,2,1,"1,302m²","$650,000"
10575,"1 St George Crescent, Sandy Point",3,1,1,"1,284m²","$1,500,000"
10576,"43 Burragorang Road, Nattai",3,2,2,"1,277m²","$872,000"
10577,"14 Chadderton Street, Cabramatta",6,3,3,"1,347m²","$1,800,000"
10578,"15A Lennox Street, Gordon",5,5,4,"1,300m²","$10,880,000"
10579,"112 Coonanbarra Road, Wahroonga",4,2,2,"1,220m²","$3,502,000"
10580,"181 Kirkwood Street, Armidale",6,4,4,"1,214m²","$555,000"
10581,"65 Honour Avenue, Lawson",3,2,3,"1,210m²","$1,121,000"
10582,"5 Fraser Ct, Corowa",4,2,2,"1,342m²","$772,500"
10583,"325 Eastern Valley Way, Middle Cove",4,2,2,"1,341m²","$2,715,000"
10584,"6 Jocelyn Street, Dalmeny",3,2,4,"1,315m²","$1,650,000"
10585,"11 Appletree Road, West Wallsend",6,2,4,"1,341m²","$1,275,000"
10586,"111 Mudgee Street, Rylstone",3,2,3,"1,265m²","$565,000"
10587,"17 Smith Street, Scone",4,2,1,"1,387m²","$520,000"
10588,"35 Cornwall Avenue, Turramurra",3,2,2,"1,342m²","$2,200,000"
10589,"14 Yanderra Road, Yanderra",3,1,2,"1,303m²","$943,000"
10590,"97A Boundary Road, Robin Hill",5,2,2,"1,254m²","$930,000"
10591,"6 Lee Street, Lawson",2,1,1,"1,212.16m²","$655,000"
10592,"26 Hawkesbury Road, Springwood",3,2,2,"1,378m²","$947,000"
10593,"30 Scott Avenue, Leura",3,1,3,"1,397m²","$900,000"
10594,"14 Ellison Road, Springwood",3,2,,"1,200m²","$859,871"
10595,"7 William Street, Ermington",4,2,1,"1,359m²","$2,000,000"
10596,"34 Lee Court, Gol Gol",5,3,2,"1,263m²","$1,050,000"
10597,"8 The Quarterdeck, Conjola Park",4,3,2,"1,227m²","$984,000"
10598,"30 Orion Street, Yass",4,2,6,"1,349m²","$900,000"
10599,"15 Cynthia Street, Pymble",4,2,1,"1,227m²","$3,720,000"
10600,"327 Blacktown Road, Seven Hills",3,1,1,"1,327.8m²","$1,875,000"
10601,"9 Buena Vista Avenue, Lake Heights",3,2,6,"1,391m²","$1,100,000"
10602,"21 Bass Place, Mount Colah",4,3,2,"1,343m²","$2,105,000"
10603,"9 Chapman Street, Cooma",3,1,2,"1,296m²","$595,000"
10604,"3 Eyre Street, Bungendore",5,2,2,"1,202m²","$1,200,000"
10605,"54 Wanda Drive, East Lismore",4,2,4,"1,320m²","$925,000"
10606,"49 St Elmo Avenue, Blackheath",4,2,4,"1,319m²","$1,150,000"
10607,"218 Kennedy Street, Armidale",4,3,2,"1,315m²","$625,000"
10608,"5 Rous Road, Goonellabah",1,1,1,"1,347m²","$492,000"
10609,"6 Jubilee Avenue, Mullumbimby",5,4,2,"1,379m²","$1,600,000"
10610,"11 Halling Close, Kariong",6,2,4,"1,306m²","$1,390,000"
10611,"24 Allinga Close, Lilli Pilli",4,2,6,"1,362m²","$868,000"
10612,"9 William Street, Murrumbateman",4,3,4,"1,228m²","$1,340,000"
10613,"7 Black Ash Place, Hornsby Heights",5,3,4,"1,223m²","$2,500,000"
10614,"11-13 Meares Avenue, Mangerton",5,3,2,"1,397.5m²","$2,100,000"
10615,"1 Farmhouse Avenue, Pitt Town",6,2,4,"1,204m²","$2,025,000"
10616,"164 Falls Road, Wentworth Falls",4,2,1,"1,372m²","$1,550,000"
10617,"66 Wilson Street, South Lismore",4,2,3,"1,355m²","$275,000"
10618,"23 Kinsella Street, Illawong",5,4,7,"1,228m²","$4,379,000"
10619,"74 Crooked River Road, Gerroa",4,2,2,"1,360m²","$2,100,000"
10620,"38 St Elmo Avenue, Blackheath",3,2,1,"1,328m²","$1,200,000"
10621,"19 Barkala Street, Lisarow",5,2,2,"1,360m²","$1,451,000"
10622,"41 Graham Street, Doonside",8,3,3,"1,214m²","$1,400,000"
10623,"33 Adams Street, Coraki",3,1,1,"1,309m²","$278,000"
10624,"150 Homer Street, Earlwood",3,1,3,"1,214m²","$2,355,000"
10625,"36 Bowen Avenue, Turramurra",5,3,2,"1,201m²","$2,800,000"
10626,"15 Sonja Close, Cameron Park",4,2,2,"1,270m²","$1,030,000"
10627,"23 Goodare Street, Blackheath",2,1,1,"1,208m²","$751,121"
10628,"3 Graham Drive, Kelso",4,2,2,"1,200m²","$740,000"
10629,"10 Coniston Road, Leura",3,3,4,"1,201m²","$1,270,000"
10630,"1028 Waugh Road, North Albury",3,1,2,"1,228m²","$600,000"
10631,"19 The Ridge, Helensburgh",4,3,3,"1,208m²","$1,600,000"
10632,"51 Oberon Street, Oberon",4,2,2,"1,290m²","$695,000"
10633,"199 Mathisen Street, Bellbird Heights",3,1,2,"1,361m²","$610,000"
10634,"40 Banff Street, Corowa",3,1,2,"1,359m²","$365,000"
10635,"168 Francis Street, Richmond",6,5,6,"1,309m²","$2,600,000"
10636,"4 Lodge Lane, Bundanoon",4,2,4,"1,372m²","$1,090,000"
10637,"60 Mullbong Road, Blackwall",4,2,2,"1,220m²","$1,485,000"
10638,"7 Woodrush Court, Dural",5,3,4,"1,295m²","$2,751,000"
10639,"3 Sanctuary Place, Catalina",6,3,4,"1,300m²","$2,220,000"
10640,"60 & 62 Prince Edward Avenue, Culburra Beach",3,1,3,"1,359m²","$1,120,000"
10641,"3 Katerina Close, Greta",4,2,2,"1,270m²","$780,000"
10642,"16 Sir James Fairfax Circuit, Bowral",4,2,2,"1,260m²","$1,975,000"
10643,"46 Russell Street, Parkes",5,2,6,"1,233m²","$560,000"
10644,"16 Scott Street, Muswellbrook",2,1,4,"1,214m²","$410,000"
10645,"3-4 Pacific Highway, Mooney Mooney",4,2,2,"1,204m²","$1,575,000"
10646,"5 Grovewood Court, Horsley",5,3,2,"1,326m²","$1,275,000"
10647,"8 Branxton Street, Greta",3,1,2,"1,334m²","$740,000"
10648,"36 Woodlands Avenue, Balmoral",3,1,2,"1,258m²","$730,000"
10649,"22 Cross Street, Raglan",2,1,2,"1,214m²","$495,000"
10650,"13 Woodburn Road, Kurrajong",3,1,1,"1,347m²","$900,000"
10651,"4 Bombora Place, Lennox Head",5,3,2,"1,245m²","$1,780,000"
10652,"3 Mcfadzen Place, Bungendore",4,2,2,"1,244m²","$950,000"
10653,"4 Burgess Street, Armidale",3,2,1,"1,275m²","$500,000"
10654,"5 Tobruk Avenue, St Ives",5,3,1,"1,397m²","$3,150,000"
10655,"28A Elizabeth Macarthur Avenue, Camden South",4,2,4,"1,238m²","$1,280,000"
10656,"5 Bracken Street, Armidale",3,1,2,"1,314m²","$390,000"
10657,"8 Pecan Court, Suffolk Park",4,3,2,"1,261m²","$2,250,000"
